worker_id,sleep_at,wake_up_at,income_inequality,income_inequality_factor,husband_is_manly,wife_neglecting_duty,expensive_purchase,market_permission,clothing_purchase_permission,friends_neighborhood,alone_friends,public_transportation,consultation,market_permission_m,clothing_purchase_permission_m,friends_neighborhood_m,alone_friends_m,public_transportation_m,consultation_m,persuade_opinions,daily_activity
25528,10 घंटे:  मिनट,6 घंटे: 30 मिनट,['मैं कुछ हद तक सहमत हूँ'],"['जाति, धर्म या लिंग के आधार पर भेदभाव']",['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 50 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '8 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': ' घंटे: 45 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}]"
26556,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '8 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
26559,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}]"
26562,10 घंटे: 00 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
26895,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '1 घंटे: 00 मिनट'}]"
26900,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '8 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}]"
26901,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '8 घंटे: 00 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}]"
27125,9 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं कुछ हद तक सहमत हूँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['कभी नहीं'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '4 घंटे: 00 मिनट'}]"
27161,11 घंटे: 30 मिनट,7 घंटे: 0 मिनट,['मैं कुछ हद तक सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['ज़्यादातर नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['नहीं'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '0 घंटे: 30 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '4 घंटे: 0 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '1 घंटे: 0 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '5 घंटे: 0 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 0 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '3 घंटे:  मिनट'}]"
27481,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '8 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
27702,घंटे: 15 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '10 घंटे: 10 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '10 घंटे: 10 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 1 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '15 घंटे:  मिनट'}]"
27766,9 घंटे: 30 मिनट, घंटे: 6 मिनट,['मैं पूरी तरह असहमत हूँ'],"['जाति, धर्म या लिंग के आधार पर भेदभाव']",['मैं पूरी तरह सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['हमेशा'],['हमेशा'],['ज़्यादातर नहीं'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['हमेशा'],['हमेशा'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '3 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '3 घंटे:  मिनट'}]"
28015,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
28426,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
28872,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}]"
30109,6 घंटे: 25 मिनट,7  घंटे: 10 मिनट,['मैं कुछ हद तक सहमत हूँ'],['शिक्षा की कमी'],['मैं कुछ हद तक सहमत हूँ'],"['मैं न सहमत हूँ, न असहमत हूँ']",['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['कभी नहीं'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 25 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 10 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '4 घंटे:  मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '3 घंटे:  मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे:  मिनट'}]"
30704,11 घंटे:  मिनट,7 घंटे:  मिनट,['मैं कुछ हद तक सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 50 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '8 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': ' घंटे: 40 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}]"
31359,9 घंटे: 30 मिनट,6 घंटे:  मिनट,['मैं कुछ हद तक असहमत हूँ'],['नौकरी के मौके की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 50 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '4 घंटे:  मिनट'}, {'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}]"
31908,12 घंटे: 00 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं कुछ हद तक सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 10 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 15 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '2 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 45 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 10 मिनट'}]"
32103,11 घंटे:  मिनट,7 घंटे:  मिनट,['मैं कुछ हद तक सहमत हूँ'],['नौकरी के मौके की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 50 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '8 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': ' घंटे: 45 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}]"
34227,11 घंटे: 00 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],"['मैं न सहमत हूँ, न असहमत हूँ']",['मैं कुछ हद तक असहमत हूँ'],['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['नहीं'],"[{'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '0 घंटे: 30 मिनट'}, {'daily_activity': ['अपने व्यवसाय/व्यापार/दुकान पर काम'], 'activity_time': '10 घंटे: 0 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 0 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 30 मिनट'}]"
